
Время,с. Число_поставленных_задач Состояние_первого_терминала Состояние_второго_терминала Состояние_третьего_терминала Количество_решенных_задач_1_терминалом Количество_решенных_задач_2_терминалом Количество_решенных_задач_3_терминалом
1698 166 Не_активен Активен Не_активен 27 26 26
1701 166 Не_активен Активен Не_активен 27 26 26
1704 166 Не_активен Активен Не_активен 27 26 26
1707 167 Не_активен Не_активен Активен 27 27 26
1710 168 Не_активен Не_активен Активен 27 27 26
1713 168 Не_активен Не_активен Активен 27 27 26
1716 168 Не_активен Не_активен Активен 27 27 26
1719 168 Не_активен Не_активен Активен 27 27 26
1722 168 Не_активен Не_активен Активен 27 27 26
1725 168 Не_активен Не_активен Активен 27 27 26
1728 169 Активен Не_активен Не_активен 27 27 27
1731 169 Активен Не_активен Не_активен 27 27 27
1734 169 Активен Не_активен Не_активен 27 27 27
1737 169 Активен Не_активен Не_активен 27 27 27
1740 171 Активен Не_активен Не_активен 27 27 27
1743 171 Активен Не_активен Не_активен 27 27 27
1746 171 Активен Не_активен Не_активен 27 27 27
1749 172 Не_активен Активен Не_активен 28 27 27
1752 172 Не_активен Активен Не_активен 28 27 27
1755 172 Не_активен Активен Не_активен 28 27 27
1758 172 Не_активен Активен Не_активен 28 27 27
1761 172 Не_активен Активен Не_активен 28 27 27
1764 172 Не_активен Активен Не_активен 28 27 27
1767 172 Не_активен Активен Не_активен 28 27 27
1770 175 Не_активен Не_активен Активен 28 28 27
1773 175 Не_активен Не_активен Активен 28 28 27
1776 175 Не_активен Не_активен Активен 28 28 27
1779 175 Не_активен Не_активен Активен 28 28 27
1782 175 Не_активен Не_активен Активен 28 28 27
1785 175 Не_активен Не_активен Активен 28 28 27
1788 175 Не_активен Не_активен Активен 28 28 27
1791 176 Активен Не_активен Не_активен 28 28 28
1794 176 Активен Не_активен Не_активен 28 28 28
1797 176 Активен Не_активен Не_активен 28 28 28
1800 177 Активен Не_активен Не_активен 28 28 28
1803 177 Активен Не_активен Не_активен 28 28 28
1806 177 Активен Не_активен Не_активен 28 28 28
1809 177 Активен Не_активен Не_активен 28 28 28
1812 178 Не_активен Активен Не_активен 29 28 28
1815 178 Не_активен Активен Не_активен 29 28 28
1818 178 Не_активен Активен Не_активен 29 28 28
1821 178 Не_активен Активен Не_активен 29 28 28
1824 178 Не_активен Активен Не_активен 29 28 28
1827 178 Не_активен Активен Не_активен 29 28 28
1830 180 Не_активен Активен Не_активен 29 28 28
1833 181 Не_активен Не_активен Активен 29 29 28
1836 181 Не_активен Не_активен Активен 29 29 28
1839 181 Не_активен Не_активен Активен 29 29 28
1842 181 Не_активен Не_активен Активен 29 29 28
1845 181 Не_активен Не_активен Активен 29 29 28
1848 181 Не_активен Не_активен Активен 29 29 28
1851 181 Не_активен Не_активен Активен 29 29 28
1854 182 Активен Не_активен Не_активен 29 29 29
1857 182 Активен Не_активен Не_активен 29 29 29
1860 183 Активен Не_активен Не_активен 29 29 29
1863 183 Активен Не_активен Не_активен 29 29 29
1866 183 Активен Не_активен Не_активен 29 29 29
1869 183 Активен Не_активен Не_активен 29 29 29
1872 183 Активен Не_активен Не_активен 29 29 29
1875 184 Не_активен Активен Не_активен 30 29 29
1878 184 Не_активен Активен Не_активен 30 29 29
1881 184 Не_активен Активен Не_активен 30 29 29
1884 184 Не_активен Активен Не_активен 30 29 29
1887 184 Не_активен Активен Не_активен 30 29 29
1890 186 Не_активен Активен Не_активен 30 29 29
